GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
23508	7.76e-07	9.48e-09	0.1338	-5.7397466	-0.7677886	1301.17	TTC9	tetratricopeptide repeat domain 9
105373175	7.84e-07	9.62e-09	0.3512	-5.7372148	-2.0151556	14.16	LOC105373175	uncharacterized LOC105373175
1286	7.96e-07	9.81e-09	0.1601	-5.7340131	-0.917897	107.78	COL4A4	collagen type IV alpha 4 chain
64805	8.04e-07	9.95e-09	0.1828	5.7315622	1.0477256	143.74	P2RY12	purinergic receptor P2Y12
3084	8.18e-07	1.02e-08	0.3088	5.7273111	1.7687935	387.75	NRG1	neuregulin 1
5316	8.18e-07	1.02e-08	0.0612	5.727383	0.3503693	958.72	PKNOX1	PBX/knotted 1 homeobox 1
2040	8.25e-07	1.03e-08	0.1161	5.724997	0.6649212	4494.86	STOM	stomatin
646588	8.72e-07	1.10e-08	0.2635	-5.7149656	-1.5059154	19.43	LINC03007	long intergenic non-protein coding RNA 3007
5213	8.75e-07	1.11e-08	0.0619	-5.7129474	-0.3533508	354.72	PFKM	phosphofructokinase, muscle
57460	8.75e-07	1.11e-08	0.1373	-5.7135929	-0.7842382	126.93	PPM1H	protein phosphatase, Mg2+/Mn2+ dependent 1H
9924	8.90e-07	1.13e-08	0.0642	-5.7093715	-0.3666946	1538.74	PAN2	poly(A) specific ribonuclease subunit PAN2
3429	9.07e-07	1.16e-08	0.3965	5.7055007	2.2622299	251.6	IFI27	interferon alpha inducible protein 27
10913	9.13e-07	1.17e-08	0.2136	-5.7037236	-1.2181152	187.54	EDAR	ectodysplasin A receptor
4651	9.69e-07	1.25e-08	0.1898	-5.6927488	-1.0803889	25.14	MYO10	myosin X
2289	9.73e-07	1.26e-08	0.1301	-5.6914974	-0.7406971	5934.61	FKBP5	FKBP prolyl isomerase 5
222256	9.76e-07	1.27e-08	0.1665	-5.690224	-0.947341	81.49	CDHR3	cadherin related family member 3
79007	1.00e-06	1.31e-08	0.2026	-5.6852539	-1.1520651	147.72	DBNDD1	dysbindin domain containing 1
107986073	1.00e-06	1.32e-08	0.1889	-5.6834871	-1.0738243	74.24	LOC107986073	
94	1.00e-06	1.32e-08	0.1989	5.6837763	1.130636	73.59	ACVRL1	activin A receptor like type 1
102723415	1.02e-06	1.35e-08	0.1885	-5.6801096	-1.0709813	74.15	LOC102723415	replaced by ID 79667
1947	1.05e-06	1.40e-08	0.0967	5.6738413	0.548479	389.32	EFNB1	ephrin B1
5467	1.07e-06	1.43e-08	0.0484	-5.6703542	-0.2744085	1821.65	PPARD	peroxisome proliferator activated receptor delta
2793	1.07e-06	1.43e-08	0.0924	5.6703376	0.5237505	254.68	GNGT2	G protein subunit gamma transducin 2
134549	1.08e-06	1.45e-08	0.1882	5.666829	1.066281	375.15	SHROOM1	shroom family member 1
8655	1.25e-06	1.68e-08	0.0935	5.6417977	0.527407	2442.98	DYNLL1	dynein light chain LC8-type 1
221002	1.26e-06	1.70e-08	0.1282	5.6399504	0.7227979	482.53	RASGEF1A	RasGEF domain family member 1A
29062	1.26e-06	1.71e-08	0.0487	-5.6390636	-0.2743776	1191.55	WDR91	WD repeat domain 91
79707	1.30e-06	1.80e-08	0.0547	-5.630511	-0.3080835	1402.84	NOL9	nucleolar protein 9
768211	1.30e-06	1.78e-08	0.1182	-5.6322624	-0.665869	1499.67	RELL1	RELT like 1
55638	1.30e-06	1.79e-08	0.1996	-5.6306914	-1.1238591	17.92	SYBU	syntabulin
22985	1.30e-06	1.80e-08	0.0279	-5.6304122	-0.1571958	11739.55	ACIN1	apoptotic chromatin condensation inducer 1
9446	1.33e-06	1.84e-08	0.1011	5.6264514	0.5688592	2124.51	GSTO1	glutathione S-transferase omega 1
53373	1.40e-06	1.94e-08	0.0566	-5.6174874	-0.3179694	2025.92	TPCN1	two pore segment channel 1
105373218	1.42e-06	1.99e-08	0.2173	-5.6125118	-1.2195133	31.66	LOC105373218	uncharacterized LOC105373218
10863	1.42e-06	1.99e-08	0.131	-5.6126581	-0.7352985	926.54	ADAM28	ADAM metallopeptidase domain 28
3454	1.42e-06	1.98e-08	0.112	5.6133846	0.628786	7234.45	IFNAR1	interferon alpha and beta receptor subunit 1
246312	1.46e-06	2.06e-08	0.1369	5.6069822	0.7676825	35.59	C21orf91-OT1	C21orf91 overlapping transcript 1
22866	1.48e-06	2.09e-08	0.1998	-5.6041122	-1.119895	106.31	CNKSR2	connector enhancer of kinase suppressor of Ras 2
6453	1.50e-06	2.13e-08	0.1579	5.6009045	0.8843982	300.68	ITSN1	intersectin 1
2675	1.58e-06	2.25e-08	0.1874	5.591646	1.0476516	66.18	GFRA2	GDNF family receptor alpha 2
8459	1.61e-06	2.31e-08	0.0874	5.5870909	0.4883892	4430.8	TPST2	tyrosylprotein sulfotransferase 2
54084	1.68e-06	2.41e-08	0.2664	5.5794271	1.4866051	196.96	TSPEAR	thrombospondin type laminin G domain and EAR repeats
100	1.72e-06	2.49e-08	0.1068	5.5740568	0.5953975	1253.61	ADA	adenosine deaminase
59271	1.72e-06	2.48e-08	0.1005	5.5743354	0.5604119	334.88	EVA1C	eva-1 homolog C
4008	1.78e-06	2.59e-08	0.1187	-5.5674236	-0.6610262	331.66	LMO7	LIM domain 7
101929216	1.88e-06	2.74e-08	0.1559	5.55745	0.8661958	132.12	LOC101929216	replaced by ID 105378291
65990	1.90e-06	2.77e-08	0.0824	5.5552801	0.4574976	812.29	ANTKMT	adenine nucleotide translocase lysine methyltransferase
56005	1.97e-06	2.89e-08	0.0787	5.5477215	0.4367091	1611.81	MYDGF	myeloid derived growth factor
3311	2.10e-06	3.09e-08	0.1524	5.5364322	0.8436988	3425.45	HSPA7	heat shock protein family A (Hsp70) member 7 (pseudogene)
5016	2.15e-06	3.17e-08	0.1304	-5.5315423	-0.7212625	149.07	OVGP1	oviductal glycoprotein 1
107984706	2.15e-06	3.19e-08	0.3208	-5.5305116	-1.7739355	23.39	LOC107984706	uncharacterized LOC107984706
9472	2.16e-06	3.22e-08	0.2577	-5.5290678	-1.4250842	47.41	AKAP6	A-kinase anchoring protein 6
105370660	2.19e-06	3.27e-08	0.1879	5.5264542	1.0381992	244.56	LOC105370660	uncharacterized LOC105370660
2549	2.24e-06	3.37e-08	0.0917	-5.5211365	-0.506235	670.79	GAB1	GRB2 associated binding protein 1
81029	2.24e-06	3.37e-08	0.1835	5.5212666	1.0134034	67.56	WNT5B	Wnt family member 5B
115110	2.30e-06	3.49e-08	0.0499	5.5150848	0.2752739	1447.93	TNFRSF14-AS1	TNFRSF14 antisense RNA 1
3001	2.30e-06	3.49e-08	0.1866	5.5147858	1.0292789	2663.03	GZMA	granzyme A
56616	2.30e-06	3.47e-08	0.0472	5.5157124	0.2600894	764.61	DIABLO	diablo IAP-binding mitochondrial protein
100133545	2.37e-06	3.61e-08	0.2021	-5.508825	-1.1135889	23.74	MRPL23-AS1	MRPL23 antisense RNA 1
131096	2.39e-06	3.66e-08	0.2678	-5.5065056	-1.4744343	72.39	KCNH8	potassium voltage-gated channel subfamily H member 8
84304	2.45e-06	3.76e-08	0.0503	5.5015671	0.2765393	1414.81	NUDT22	nudix hydrolase 22
105370624	2.50e-06	3.85e-08	0.0947	5.4976263	0.5208347	342.14	LOC105370624	uncharacterized LOC105370624
127703	2.55e-06	3.94e-08	0.1072	5.4934592	0.5887964	475.53	C1orf216	chromosome 1 open reading frame 216
79612	2.57e-06	3.99e-08	0.0875	-5.4914699	-0.4804291	1083.59	NAA16	N-alpha-acetyltransferase 16, NatA auxiliary subunit
256949	2.57e-06	4.01e-08	0.1025	5.4905164	0.5629372	212.93	KANK3	KN motif and ankyrin repeat domains 3
3460	2.57e-06	4.00e-08	0.1245	5.4909348	0.6838884	9512.31	IFNGR2	interferon gamma receptor 2
105375769	2.57e-06	4.03e-08	0.3219	5.4896016	1.7673614	34.73	LOC105375769	uncharacterized LOC105375769
3214	2.59e-06	4.07e-08	0.1281	5.4876186	0.7028327	209.61	HOXB4	homeobox B4
3956	2.61e-06	4.11e-08	0.1422	5.4859978	0.7802792	5105.91	LGALS1	galectin 1
5159	2.61e-06	4.13e-08	0.2027	5.4852446	1.111968	180.09	PDGFRB	platelet derived growth factor receptor beta
84279	2.70e-06	4.28e-08	0.0947	5.478944	0.5185967	312.98	PRADC1	protease associated domain containing 1
23353	2.82e-06	4.49e-08	0.0739	-5.4705109	-0.404111	1903.87	SUN1	Sad1 and UNC84 domain containing 1
84288	2.82e-06	4.50e-08	0.1012	-5.4698613	-0.5536087	240.05	EFCAB2	EF-hand calcium binding domain 2
220213	2.91e-06	4.69e-08	0.0611	-5.462607	-0.333674	1435.23	OTUD1	OTU deubiquitinase 1
256021	2.91e-06	4.69e-08	0.1281	-5.4625811	-0.6997023	83.59	LINC01619	long intergenic non-protein coding RNA 1619
10775	2.91e-06	4.69e-08	0.0608	5.4625198	0.3323193	940.34	POP4	POP4 homolog, ribonuclease P/MRP subunit
9214	2.96e-06	4.80e-08	0.0948	-5.4586371	-0.5175367	9066.81	FCMR	Fc mu receptor
151258	3.07e-06	4.99e-08	0.3127	-5.4516963	-1.7044803	34.91	SLC38A11	solute carrier family 38 member 11
25907	3.08e-06	5.02e-08	0.41	5.4506951	2.2346459	403.79	TMEM158	transmembrane protein 158
721	3.12e-06	5.09e-08	0.2788	5.448017	1.5189111	459.95	C4B	complement C4B (Chido blood group)
105369820	3.16e-06	5.19e-08	0.1514	-5.4447991	-0.8241462	41.51	LOC105369820	
3820	3.18e-06	5.23e-08	0.148	5.4432479	0.8058599	1283.3	KLRB1	killer cell lectin like receptor B1
91748	3.21e-06	5.30e-08	0.0611	-5.4409845	-0.3323505	2778.38	MIDEAS	mitotic deacetylase associated SANT domain protein
83694	3.43e-06	5.68e-08	0.1556	-5.4285896	-0.8445054	56.62	RPS6KL1	ribosomal protein S6 kinase like 1
340533	3.45e-06	5.74e-08	0.286	-5.4268498	-1.5518301	21.51	NEXMIF	neurite extension and migration factor
5201	3.48e-06	5.79e-08	0.0634	5.4251964	0.3438201	892.1	PFDN1	prefoldin subunit 1
9129	3.48e-06	5.81e-08	0.0416	-5.4245735	-0.2255275	2905.87	PRPF3	pre-mRNA processing factor 3
388387	3.50e-06	5.86e-08	0.2295	5.4230786	1.2446635	235.55	LINC00671	long intergenic non-protein coding RNA 671
11009	3.51e-06	5.90e-08	0.0913	-5.4218403	-0.49519	829.23	IL24	interleukin 24
3665	3.64e-06	6.15e-08	0.1161	5.4143018	0.6284011	4487.03	IRF7	interferon regulatory factor 7
107984345	3.64e-06	6.15e-08	0.2158	-5.4142842	-1.1682918	42.98	SMIM38	small integral membrane protein 38
107987225	3.68e-06	6.25e-08	0.2444	5.4115678	1.3224874	44.34	LOC107987225	
105370655	3.73e-06	6.34e-08	0.2624	-5.4088782	-1.419525	14.78	LOC105370655	uncharacterized LOC105370655
23328	3.77e-06	6.45e-08	0.2288	-5.4059232	-1.2366157	92.13	SASH1	SAM and SH3 domain containing 1
54476	3.77e-06	6.46e-08	0.0403	-5.4055052	-0.2177354	4163.92	RNF216	ring finger protein 216
26043	3.84e-06	6.59e-08	0.0559	-5.402043	-0.3022239	2399.99	UBXN7	UBX domain protein 7
283726	3.91e-06	6.74e-08	0.3435	-5.3980348	-1.8543174	34.67	SAXO2	stabilizer of axonemal microtubules 2
90338	4.01e-06	6.93e-08	0.067	-5.3928899	-0.3611995	1102.93	ZNF160	zinc finger protein 160
51744	4.12e-06	7.15e-08	0.0812	5.3874347	0.4376829	2223.39	CD244	CD244 molecule
79035	4.25e-06	7.40e-08	0.0728	5.3811246	0.3916151	579.21	NABP2	nucleic acid binding protein 2
23405	4.25e-06	7.42e-08	0.0831	-5.3807763	-0.4468893	4401.47	DICER1	dicer 1, ribonuclease III
57466	4.26e-06	7.45e-08	0.0697	5.3799825	0.3748295	1706.1	SCAF4	SR-related CTD associated factor 4
23670	4.52e-06	7.94e-08	0.0672	-5.3685841	-0.3609942	2822.73	CEMIP2	cell migration inducing hyaluronidase 2
27077	4.58e-06	8.06e-08	0.079	-5.3657114	-0.423858	156.03	B9D1	B9 domain containing 1
170463	4.73e-06	8.35e-08	0.0904	5.359381	0.4846358	3771.09	SSBP4	single stranded DNA binding protein 4
85460	4.75e-06	8.41e-08	0.0737	-5.3581424	-0.3947695	854.34	ZNF518B	zinc finger protein 518B
3708	4.89e-06	8.70e-08	0.0822	-5.3519603	-0.4398288	1228.35	ITPR1	inositol 1,4,5-trisphosphate receptor type 1
8739	4.89e-06	8.70e-08	0.3586	-5.3519185	-1.9191753	55.26	HRK	harakiri, BCL2 interacting protein
7442	4.92e-06	8.79e-08	0.0655	-5.3500963	-0.3504846	283.04	TRPV1	transient receptor potential cation channel subfamily V member 1
51248	4.94e-06	8.84e-08	0.0816	5.3490311	0.4364837	319.15	PDZD11	PDZ domain containing 11
5140	4.96e-06	8.91e-08	0.1107	-5.3476541	-0.5917365	3219.14	PDE3B	phosphodiesterase 3B
2114	4.98e-06	8.97e-08	0.1274	5.34644	0.6810049	3277.86	ETS2	ETS proto-oncogene 2, transcription factor
23318	5.05e-06	9.16e-08	0.077	-5.3425747	-0.4113364	1719.39	TUT4	terminal uridylyl transferase 4
100287932	5.05e-06	9.16e-08	0.0676	5.3427351	0.3609129	703.01	TIMM23	translocase of inner mitochondrial membrane 23
22905	5.05e-06	9.17e-08	0.1066	-5.3423579	-0.5692524	310.4	EPN2	epsin 2
79600	5.19e-06	9.46e-08	0.0958	-5.3368486	-0.5113582	997.23	TCTN1	tectonic family member 1
6001	5.42e-06	9.92e-08	0.1369	5.3282243	0.7293764	2430.01	RGS10	regulator of G protein signaling 10
56967	5.42e-06	9.92e-08	0.2616	-5.3281072	-1.3938612	115.92	C14orf132	chromosome 14 open reading frame 132
28676	5.44e-06	1.00e-07	0.1727	-5.3266102	-0.9198809	73.47	TRAV10	T cell receptor alpha variable 10
107986063	5.48e-06	1.01e-07	0.1115	-5.3250756	-0.5937672	262.5	XPC-AS1	XPC antisense RNA 1
23155	5.51e-06	1.02e-07	0.0608	-5.3233741	-0.3236174	625.32	CLCC1	chloride channel CLIC like 1
100133991	5.59e-06	1.04e-07	0.0655	-5.3202448	-0.3482161	305.23	MAP3K14-AS1	MAP3K14 antisense RNA 1
607	5.59e-06	1.04e-07	0.0875	-5.3196313	-0.4656925	428.81	BCL9	BCL9 transcription coactivator
80757	5.65e-06	1.05e-07	0.235	-5.3173146	-1.2495969	76.87	TMEM121	transmembrane protein 121
54461	5.65e-06	1.06e-07	0.0667	5.3167072	0.3548649	7344.08	FBXW5	F-box and WD repeat domain containing 5
5872	5.67e-06	1.06e-07	0.1571	5.3157001	0.8352938	115.35	RAB13	RAB13, member RAS oncogene family
100533179	5.83e-06	1.10e-07	0.0789	5.3101973	0.4191681	750.4	UBE2F-SCLY	UBE2F-SCLY readthrough (NMD candidate)
285596	5.91e-06	1.11e-07	0.2186	-5.3069359	-1.1601631	593.17	FAM153A	family with sequence similarity 153 member A
283571	5.91e-06	1.12e-07	0.085	-5.3066205	-0.451237	210.16	PROX2	prospero homeobox 2
4089	5.91e-06	1.12e-07	0.0412	-5.3061478	-0.2187677	2689.81	SMAD4	SMAD family member 4
729867	6.06e-06	1.15e-07	0.0781	5.3009545	0.4142171	207.11	LOC729867	uncharacterized LOC729867
9980	6.12e-06	1.17e-07	0.0755	5.2986223	0.3998831	1573.32	DOP1B	DOP1 leucine zipper like protein B
57118	6.17e-06	1.18e-07	0.1002	-5.2966735	-0.530571	3940.47	CAMK1D	calcium/calmodulin dependent protein kinase ID
84033	6.31e-06	1.21e-07	0.1398	-5.2922496	-0.739993	1555.72	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
100420587	6.31e-06	1.21e-07	0.3747	5.2916616	1.9830482	54.31	LOC100420587	SHC binding and spindle associated 1 pseudogene
5460	6.31e-06	1.22e-07	0.2508	-5.2911101	-1.3270966	21.45	POU5F1	POU class 5 homeobox 1
5578	6.36e-06	1.23e-07	0.0967	-5.28922	-0.5115682	1276.3	PRKCA	protein kinase C alpha
694	6.43e-06	1.25e-07	0.0632	-5.2866815	-0.3341932	23550.02	BTG1	BTG anti-proliferation factor 1
105378645	7.02e-06	1.36e-07	0.0978	5.2700929	0.5152511	273.14	TFAP2E-AS1	TFAP2E antisense RNA 1
3983	7.15e-06	1.40e-07	0.1084	-5.2658973	-0.5707609	5414.5	ABLIM1	actin binding LIM protein 1
7087	7.15e-06	1.40e-07	0.1585	5.2658771	0.8345698	68.51	ICAM5	intercellular adhesion molecule 5
4600	7.17e-06	1.40e-07	0.1179	5.2647439	0.6204959	10371.51	MX2	MX dynamin like GTPase 2
55766	7.29e-06	1.43e-07	0.1099	5.2612559	0.5784665	1017.82	H2AJ	H2A.J histone
64699	7.47e-06	1.47e-07	0.2259	5.2563307	1.1871556	89.21	TMPRSS3	transmembrane serine protease 3
284047	7.77e-06	1.53e-07	0.3004	-5.2485611	-1.5765738	71.4	CCDC144BP	coiled-coil domain containing 144B, pseudogene
5163	7.95e-06	1.57e-07	0.0814	-5.2436764	-0.4269269	1813.66	PDK1	pyruvate dehydrogenase kinase 1
3707	8.12e-06	1.62e-07	0.0535	-5.2382244	-0.2802472	7334.68	ITPKB	inositol-trisphosphate 3-kinase B
124093	8.12e-06	1.62e-07	0.1328	5.2380031	0.6957298	278.17	CCDC78	coiled-coil domain containing 78
8174	8.12e-06	1.62e-07	0.1828	-5.2387429	-0.9576295	53.39	MADCAM1	mucosal vascular addressin cell adhesion molecule 1
29844	8.12e-06	1.61e-07	0.0774	5.2391637	0.405748	615.84	TFPT	TCF3 fusion partner
7074	8.27e-06	1.66e-07	0.0936	5.2341237	0.4898924	1530.79	TIAM1	TIAM Rac1 associated GEF 1
4193	8.38e-06	1.69e-07	0.0645	-5.2310517	-0.3376448	3474.44	MDM2	MDM2 proto-oncogene
4343	8.43e-06	1.70e-07	0.0731	5.2296749	0.382519	2663.46	MOV10	Mov10 RISC complex RNA helicase
55139	8.44e-06	1.71e-07	0.0512	-5.2288852	-0.2676099	2814.34	ANKZF1	ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1
3939	8.45e-06	1.71e-07	0.0624	5.2281009	0.3261164	6613.95	LDHA	lactate dehydrogenase A
28982	8.51e-06	1.73e-07	0.1088	-5.2263363	-0.5685525	608.93	FLVCR1	FLVCR heme transporter 1
6573	8.51e-06	1.73e-07	0.1504	5.2259942	0.7858155	5948.53	SLC19A1	solute carrier family 19 member 1
23564	8.68e-06	1.77e-07	0.1029	5.2218939	0.5371725	1366.15	DDAH2	dimethylarginine dimethylaminohydrolase 2
11314	8.73e-06	1.79e-07	0.1147	5.2203276	0.5986505	10709.66	CD300A	CD300a molecule
101927084	8.80e-06	1.81e-07	0.2316	-5.217778	-1.2085846	16.81	LINC01359	long intergenic non-protein coding RNA 1359
100126793	8.80e-06	1.81e-07	0.0857	5.2182172	0.4471815	424.37	GHRLOS	ghrelin opposite strand/antisense RNA
22881	8.83e-06	1.82e-07	0.0731	-5.2167951	-0.3816052	267.26	ANKRD6	ankyrin repeat domain 6
26960	9.37e-06	1.94e-07	0.1791	-5.2052598	-0.9322123	56.48	NBEA	neurobeachin
8527	9.37e-06	1.95e-07	0.0506	-5.2044598	-0.2632505	6675.75	DGKD	diacylglycerol kinase delta
105376505	9.37e-06	1.95e-07	0.3067	5.2036949	1.5960229	716.57	LOC105376505	uncharacterized LOC105376505
107987174	9.37e-06	1.96e-07	0.1475	5.2028377	0.7672827	428.31	LOC107987174	
3458	9.37e-06	1.96e-07	0.2532	5.2029854	1.3172173	49.94	IFNG	interferon gamma
100419583	9.37e-06	1.95e-07	0.0602	5.203596	0.3131993	2103.82	LOC100419583	ring finger protein 4 pseudogene
54512	9.61e-06	2.02e-07	0.1116	5.1977307	0.5799106	327.28	EXOSC4	exosome component 4
11332	9.73e-06	2.05e-07	0.1316	5.1950339	0.6834804	277.18	ACOT7	acyl-CoA thioesterase 7
19	9.99e-06	2.11e-07	0.1721	-5.1892771	-0.8930007	1179.9	ABCA1	ATP binding cassette subfamily A member 1
389813	9.99e-06	2.11e-07	0.1741	5.1890735	0.9035743	258.91	AJM1	apical junction component 1 homolog
164668	1.01e-05	2.13e-07	0.1629	5.1875098	0.8449099	136.68	APOBEC3H	apolipoprotein B mRNA editing enzyme catalytic subunit 3H
112268072	1.01e-05	2.15e-07	0.1728	-5.1862693	-0.8962045	22.96	LOC112268072	
6856	1.01e-05	2.16e-07	0.0656	-5.1852031	-0.3400132	1830.44	SYPL1	synaptophysin like 1
105379461	1.01e-05	2.16e-07	0.1891	-5.1849835	-0.980586	15.26	LOC105379461	replaced by ID 6296
79172	1.02e-05	2.18e-07	0.0569	5.1835652	0.2950672	540.71	CENPO	centromere protein O
29100	1.02e-05	2.20e-07	0.0795	5.1819482	0.4121771	628.48	TMEM208	transmembrane protein 208
10062	1.03e-05	2.21e-07	0.0921	5.1811621	0.4769882	288.81	NR1H3	nuclear receptor subfamily 1 group H member 3
5026	1.03e-05	2.21e-07	0.1603	-5.1805541	-0.8303587	1054.48	P2RX5	purinergic receptor P2X 5
102724297	1.03e-05	2.23e-07	0.2355	5.17937	1.2198343	73.02	CCR5AS	CCR5 antisense RNA
79368	1.04e-05	2.25e-07	0.2338	-5.177348	-1.2106727	610.2	FCRL2	Fc receptor like 2
874	1.05e-05	2.28e-07	0.158	5.175242	0.817519	140.51	CBR3	carbonyl reductase 3
25903	1.05e-05	2.29e-07	0.1914	5.1745135	0.9906398	45.44	OLFML2B	olfactomedin like 2B
642475	1.06e-05	2.32e-07	0.1513	5.1717355	0.7825267	620.89	MROH6	maestro heat like repeat family member 6
5148	1.10e-05	2.41e-07	0.1112	5.1648132	0.5745849	156.19	PDE6G	phosphodiesterase 6G
123803	1.12e-05	2.45e-07	0.1158	5.1611503	0.5974046	611.92	NTAN1	N-terminal asparagine amidase
112268199	1.15e-05	2.52e-07	0.1363	-5.1562762	-0.7027739	200.93	LOC112268199	uncharacterized LOC112268199
84134	1.20e-05	2.65e-07	0.0655	5.1470731	0.3369792	470.38	TOMM40L	translocase of outer mitochondrial membrane 40 like
10279	1.20e-05	2.66e-07	0.2487	5.1461608	1.2798364	32.58	PRSS16	serine protease 16
22861	1.21e-05	2.69e-07	0.0599	-5.1441452	-0.3082654	13019.14	NLRP1	NLR family pyrin domain containing 1
7124	1.26e-05	2.80e-07	0.1033	5.1364187	0.5305832	487.16	TNF	tumor necrosis factor
5920	1.29e-05	2.88e-07	0.0966	5.1312696	0.4955201	2811.81	PLAAT4	phospholipase A and acyltransferase 4
81889	1.30e-05	2.89e-07	0.0848	5.1301736	0.4349308	512.72	FAHD1	fumarylacetoacetate hydrolase domain containing 1
64215	1.31e-05	2.92e-07	0.0749	5.1286142	0.3843453	694.2	DNAJC1	DnaJ heat shock protein family (Hsp40) member C1
8938	1.31e-05	2.94e-07	0.1373	-5.1272917	-0.7038995	878.76	BAIAP3	BAI1 associated protein 3
7494	1.31e-05	2.94e-07	0.0738	5.1275133	0.3783939	5391.5	XBP1	X-box binding protein 1
2281	1.36e-05	3.06e-07	0.1484	5.1195135	0.7599741	258.55	FKBP1B	FKBP prolyl isomerase 1B
5092	1.36e-05	3.08e-07	0.0865	5.118745	0.4425718	240.1	PCBD1	pterin-4 alpha-carbinolamine dehydratase 1
284029	1.36e-05	3.08e-07	0.0693	5.1182228	0.354464	424.29	LINC00324	long intergenic non-protein coding RNA 324
3111	1.37e-05	3.10e-07	0.1377	-5.1172364	-0.7048832	1953.68	HLA-DOA	major histocompatibility complex, class II, DO alpha
129293	1.43e-05	3.26e-07	0.1544	-5.1077424	-0.7888394	2225.73	TRABD2A	TraB domain containing 2A
5090	1.43e-05	3.26e-07	0.05	-5.107957	-0.2553998	518.61	PBX3	PBX homeobox 3
53831	1.43e-05	3.26e-07	0.2056	5.1075872	1.0502941	80.85	GPR84	G protein-coupled receptor 84
25966	1.43e-05	3.25e-07	0.0914	5.1080857	0.4667587	510.96	C2CD2	C2 calcium dependent domain containing 2
4493	1.46e-05	3.34e-07	0.2041	5.1031769	1.0414358	62.89	MT1E	metallothionein 1E
3958	1.46e-05	3.36e-07	0.2017	5.1021993	1.0288652	4946.27	LGALS3	galectin 3
720	1.49e-05	3.43e-07	0.2685	5.0982832	1.3688154	469.17	C4A	complement C4A (Rodgers blood group)
2064	1.50e-05	3.46e-07	0.1545	5.0966542	0.7873709	653.56	ERBB2	erb-b2 receptor tyrosine kinase 2
54082	1.50e-05	3.47e-07	0.2558	5.0961557	1.303686	127.93	TSPEAR-AS1	TSPEAR antisense RNA 1
2208	1.51e-05	3.50e-07	0.2241	-5.094578	-1.1416917	919.79	FCER2	Fc epsilon receptor II
51225	1.51e-05	3.51e-07	0.1146	5.093971	0.5837417	2959.67	ABI3	ABI family member 3
2205	1.51e-05	3.53e-07	0.1999	5.0929255	1.0180813	1648.31	FCER1A	Fc epsilon receptor Ia
202134	1.51e-05	3.53e-07	0.2468	-5.0927093	-1.2567796	121.4	FAM153B	family with sequence similarity 153 member B
10682	1.51e-05	3.54e-07	0.0872	5.0922879	0.4439482	702.89	EBP	EBP cholestenol delta-isomerase
23397	1.52e-05	3.56e-07	0.1295	5.0909209	0.6592028	72.05	NCAPH	non-SMC condensin I complex subunit H
101928147	1.56e-05	3.67e-07	0.1252	5.0853831	0.6368724	25.71	C21orf140	chromosome 21 open reading frame 140
150763	1.59e-05	3.74e-07	0.1561	-5.0818179	-0.7935138	95.06	GPAT2	glycerol-3-phosphate acyltransferase 2, mitochondrial
1397	1.64e-05	3.88e-07	0.2135	-5.074675	-1.0835864	503.68	CRIP2	cysteine rich protein 2
22818	1.66e-05	3.93e-07	0.0484	5.0721491	0.2456865	3331.4	COPZ1	COPI coat complex subunit zeta 1
102724246	1.68e-05	3.98e-07	0.1708	5.0696915	0.8661473	81.24	TTC39C-AS1	TTC39C antisense RNA 1
4713	1.68e-05	4.00e-07	0.0856	5.0689989	0.4338646	1602.77	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7
79005	1.71e-05	4.08e-07	0.0875	5.0653887	0.4434311	744.78	SCNM1	sodium channel modifier 1
23138	1.71e-05	4.09e-07	0.1454	-5.0647479	-0.7362997	375.31	N4BP3	NEDD4 binding protein 3
58480	1.72e-05	4.12e-07	0.1131	5.0633731	0.5724669	780.91	RHOU	ras homolog family member U
84461	1.75e-05	4.20e-07	0.0366	-5.0597279	-0.18542	1646.22	NEURL4	neuralized E3 ubiquitin protein ligase 4
2551	1.78e-05	4.28e-07	0.0878	5.0560015	0.4437067	2233.67	GABPA	GA binding protein transcription factor subunit alpha
101928173	1.92e-05	4.61e-07	0.1685	5.0417685	0.8493866	35.85	LINC01943	long intergenic non-protein coding RNA 1943
